MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200324,Northeast,"196,549.36","6,545.83",0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200324,South,"435,531.41","89,443.89","55,870.79","40,066.32","11,767.23",923.50,2020-03-24,2020-03-30,1
20200324,Southeast,"230,358.77","59,982.82","2,784.74",603.21,0.00,0.00,2020-03-24,2020-03-30,1
20200324,West,"1,195,483.52","579,582.67","292,763.99","42,771.19",0.00,0.00,2020-03-24,2020-03-30,1
20200317,High Plains,"420,009.79","89,355.24","53,792.33","5,100.78",0.00,0.00,2020-03-17,2020-03-23,1
20200317,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200317,Northeast,"190,749.69","12,345.50",0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200317,South,"423,691.50","101,283.80","62,436.76","42,921.46","18,453.68",765.12,2020-03-17,2020-03-23,1
20200317,Southeast,"248,067.45","42,274.14","1,538.51",572.56,0.00,0.00,2020-03-17,2020-03-23,1
20200317,West,"1,196,446.99","578,619.21","310,125.16","42,096.57",0.00,0.00,2020-03-17,2020-03-23,1
20200310,High Plains,"420,009.79","89,355.24","53,792.33","5,100.78",0.00,0.00,2020-03-10,2020-03-16,1
20200310,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200310,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200310,South,"413,191.76","111,783.54","59,774.90","40,190.73","15,569.46",0.00,2020-03-10,2020-03-16,1
20200310,Southeast,"260,105.23","30,236.36","1,538.51",572.56,0.00,0.00,2020-03-10,2020-03-16,1
20200310,West,"1,201,229.19","573,837.01","320,634.99","35,803.74",0.00,0.00,2020-03-10,2020-03-16,1
20200303,High Plains,"420,009.79","89,355.24","52,168.65","5,100.78",0.00,0.00,2020-03-03,2020-03-09,1
20200303,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200303,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200303,South,"419,600.90","105,374.40","59,361.65","37,534.73","15,569.46",0.00,2020-03-03,2020-03-09,1
20200303,Southeast,"267,609.18","22,732.41","1,539.10",572.56,0.00,0.00,2020-03-03,2020-03-09,1
20200303,West,"1,166,164.11","608,902.09","280,854.84","35,803.74",0.00,0.00,2020-03-03,2020-03-09,1
20200225,High Plains,"420,009.79","89,355.24","49,510.78","5,100.78",0.00,0.00,2020-02-25,2020-03-02,1
20200225,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200225,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200225,South,"425,975.82","98,999.48","55,732.94","29,630.12","7,064.23",0.00,2020-02-25,2020-03-02,1
20200225,Southeast,"267,453.40","22,888.19","2,052.95",572.56,0.00,0.00,2020-02-25,2020-03-02,1
20200225,West,"1,183,074.47","591,991.73","243,157.17","35,803.74",0.00,0.00,2020-02-25,2020-03-02,1
20200218,High Plains,"405,077.43","104,287.60","53,058.31","7,643.91",0.00,0.00,2020-02-18,2020-02-24,1
20200218,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200218,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200218,South,"395,832.58","129,142.73","66,475.52","34,353.33","7,064.23",0.00,2020-02-18,2020-02-24,1
20200218,Southeast,"273,066.90","17,274.69","2,392.36",838.91,0.00,0.00,2020-02-18,2020-02-24,1
20200218,West,"1,193,977.69","581,088.51","211,387.07","35,742.48",0.00,0.00,2020-02-18,2020-02-24,1
20200211,High Plains,"398,542.26","110,822.77","53,834.27","7,643.91",0.00,0.00,2020-02-11,2020-02-17,1
20200211,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200211,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200211,South,"369,824.91","155,150.39","91,393.86","37,587.28","4,967.96",0.00,2020-02-11,2020-02-17,1
20200211,Southeast,"272,374.51","17,967.08","2,264.19",0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200211,West,"1,192,477.42","582,588.78","217,370.62","35,766.05",0.00,0.00,2020-02-11,2020-02-17,1
20200204,High Plains,"375,932.45","133,432.58","59,860.50","6,668.02",0.00,0.00,2020-02-04,2020-02-10,1
20200204,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200204,Northeast,"200,033.73","3,061.46",0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200204,South,"346,352.45","178,622.85","93,222.98","34,154.92","2,157.59",0.00,2020-02-04,2020-02-10,1
20200204,Southeast,"239,720.01","50,621.58","3,999.74",0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200204,West,"1,204,753.17","570,313.03","215,678.36","36,654.08",0.00,0.00,2020-02-04,2020-02-10,1
20200128,High Plains,"372,903.64","136,461.39","60,449.43","6,668.02",0.00,0.00,2020-01-28,2020-02-03,1
20200128,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200128,Northeast,"200,033.73","3,061.46",0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200128,South,"340,977.73","183,997.57","96,313.32","32,189.47","1,524.44",0.00,2020-01-28,2020-02-03,1
20200128,Southeast,"233,534.28","56,807.31","2,343.76",0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200128,West,"1,188,984.78","586,081.41","225,451.84","36,762.37",0.00,0.00,2020-01-28,2020-02-03,1
20200121,High Plains,"372,686.47","136,678.56","61,346.18","17,833.35",0.00,0.00,2020-01-21,2020-01-27,1
20200121,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200121,Northeast,"198,293.53","4,801.66",0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200121,South,"338,422.84","186,552.46","99,381.13","39,202.53","2,082.63",0.00,2020-01-21,2020-01-27,1
20200121,Southeast,"263,238.81","27,102.78","2,343.76",0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200121,West,"1,238,425.69","536,640.50","235,728.37","59,439.66",25.39,0.00,2020-01-21,2020-01-27,1
20200114,High Plains,"387,748.61","121,616.42","61,450.15","17,893.80",0.00,0.00,2020-01-14,2020-01-20,1
20200114,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200114,Northeast,"201,839.90","1,255.28",0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200114,South,"345,391.39","179,583.91","107,810.32","31,086.15","3,424.67",0.00,2020-01-14,2020-01-20,1
20200114,Southeast,"273,195.25","17,146.34","2,343.76",0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200114,West,"1,263,508.79","511,557.41","209,909.41","59,508.13",25.39,0.00,2020-01-14,2020-01-20,1
20200107,High Plains,"387,748.61","121,616.42","61,450.15","17,893.80",0.00,0.00,2020-01-07,2020-01-13,1
20200107,Midwest,"497,548.41","1,316.89",0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20200107,Northeast,"202,309.22",785.97,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20200107,South,"336,732.15","188,243.16","112,708.37","34,234.01","3,551.11",0.00,2020-01-07,2020-01-13,1
20200107,Southeast,"272,454.17","17,887.42","2,718.49",0.00,0.00,0.00,2020-01-07,2020-01-13,1
20200107,West,"1,248,228.26","526,837.94","219,401.41","59,568.58",25.39,13.99,2020-01-07,2020-01-13,1
20191231,High Plains,"384,929.37","124,435.66","61,450.15","24,416.90",0.00,0.00,2019-12-31,2020-01-06,1
20191231,Midwest,"497,548.41","1,316.89",0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191231,Northeast,"202,309.22",785.97,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191231,South,"332,315.01","192,660.29","108,256.69","27,115.31","1,953.46",0.00,2019-12-31,2020-01-06,1
20191231,Southeast,"269,374.58","20,967.01","5,224.33",0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191231,West,"1,247,022.82","528,043.38","221,502.97","84,856.41",62.63,13.99,2019-12-31,2020-01-06,1
